,Lifetime
1886,6.855077259246575
1887,6.855077259246575
1888,6.855077259246575
1889,6.855077259246575
1890,6.855077259246575
1891,6.855077259246575
1892,6.855077259246575
1893,6.855077259246575
1894,6.855077259246575
1895,6.855077259246575
1896,6.855077259246575
1897,6.855077259246575
1898,6.855077259246575
1899,6.855077259246575
1900,6.855077259246575
1901,6.855077259246575
1902,6.855077259246575
1903,6.855077259246575
1904,6.855077259246575
1905,6.855077259246575
1906,6.855077259246575
1907,6.855077259246575
1908,6.855077259246575
1909,6.855077259246575
1910,6.855077259246575
1911,6.855077259246575
1912,6.855077259246575
1913,6.855077259246575
1914,6.855077259246575
1915,6.855077259246575
1916,6.855077259246575
1917,6.855077259246575
1918,6.855077259246575
1919,6.855077259246575
1920,6.855077259246575
1921,6.855077259246575
1922,6.855077259246575
1923,6.855077259246575
1924,6.855077259246575
1925,6.855077259246575
1926,6.855077259246575
1927,6.855077259246575
1928,6.855077259246575
1929,6.855077259246575
1930,6.855077259246575
1931,6.855077259246575
1932,6.855077259246575
1933,6.855077259246575
1934,6.855077259246575
1935,6.855077259246575
1936,6.855077259246575
1937,6.855077259246575
1938,6.855077259246575
1939,6.855077259246575
1940,6.855077259246575
1941,6.855077259246575
1942,6.855077259246575
1943,6.855077259246575
1944,6.855077259246575
1945,6.855077259246575
1946,6.855077259246575
1947,6.855077259246575
1948,6.855077259246575
1949,6.855077259246575
1950,6.855077259246575
1951,6.855077259246575
1952,6.855077259246575
1953,6.855077259246575
1954,6.855077259246575
1955,6.855077259246575
1956,6.855077259246575
1957,6.855077259246575
1958,6.855077259246575
1959,6.855077259246575
1960,6.855077259246575
1961,6.855077259246575
1962,6.855077259246575
1963,6.855077259246575
1964,6.855077259246575
1965,6.855077259246575
1966,6.855077259246575
1967,6.855077259246575
1968,6.855077259246575
1969,6.855077259246575
1970,6.855077259246575
1971,6.855077259246575
1972,6.855077259246575
1973,6.855077259246575
1974,6.855077259246575
1975,6.855077259246575
1976,6.855077259246575
1977,6.855077259246575
1978,6.855077259246575
1979,6.855077259246575
1980,6.855077259246575
1981,6.855077259246575
1982,6.855077259246575
1983,6.855077259246575
1984,6.855077259246575
1985,6.855077259246575
1986,6.855077259246575
1987,6.855077259246575
1988,6.855077259246575
1989,6.855077259246575
1990,6.855077259246575
1991,6.855077259246575
1992,6.855077259246575
1993,6.855077259246575
1994,6.855077259246575
1995,6.855077259246575
1996,6.855077259246575
1997,6.855077259246575
1998,6.855077259246575
1999,6.855077259246575
2000,6.855077259246575
2001,6.853315745719177
2002,6.851554232191781
2003,6.849792718664384
2004,6.848031205136986
2005,6.846269691609589
2006,6.844508178082192
2007,6.842746664554795
2008,6.840985151027398
2009,6.8392236375
2010,6.837462123972603
2011,6.837462123972603
2012,6.837462123972603
2013,6.837462123972603
2014,6.837462123972603
2015,6.837462123972603
2016,6.837462123972603
2017,6.837462123972603
2018,6.837462123972603
2019,6.837462123972603
2020,6.837462123972603
